            0		            0
          0.2		0.07221128329022
          0.4		0.1012334385168
          0.6		0.124783218721
          0.8		0.1481139369705
            1		0.1723837256346
          1.2		0.1976938561296
          1.4		0.2239032340588
          1.6		0.2508513889907
          1.8		0.2783909727929
            2		0.3064007070568
          2.2		0.3347832442251
          2.4		0.3634614840012
          2.6		0.3923759885445
          2.8		0.4214765520719
            3		0.4507256224796
          3.2		0.4800919975407
          3.4		0.5095495246698
          3.6		0.5390792798498
          3.8		0.5686649582575
            4		0.5982939452366
          4.2		0.6279565972085
          4.4		0.6576451025308
          4.6		0.6873527016038
          4.8		0.7170741849346
            5		0.746806704596
          5.2		0.7765458751095
          5.4		0.8062880389075
          5.6		0.8360310616551
          5.8		0.8657733537899
            6		0.8955138896527
          6.2		0.9252518033539
          6.4		0.9549875578212
          6.6		0.9847213009441
          6.8		1.014448515185
            7		1.044170518838
          7.2		1.073886951501
          7.4		1.103597602728
          7.6		1.133302412037
          7.8		 1.1630014689
            8		1.192700220506
          8.2		1.222395310479
          8.4		1.252086930754
          8.6		1.281775278263
          8.8		1.311460549937
            9		1.341142942708
          9.2		1.370817330725
          9.4		1.400485331646
          9.6		1.430147658219
          9.8		1.459804084037
           10		1.489454382692
         10.2		1.519098327776
         10.4		1.548736543552
         10.6		1.578368951751
         10.8		1.607995034213
           11		1.637614654971
         11.2		1.66722767806
         11.4		1.696833967513
         11.6		1.72643442386
         11.8		1.756029908508
           12		1.785619476622
         12.2		1.815203152644
         12.4		1.844780961017
         12.6		1.874352926182
         12.8		1.903919072581
           13		1.933479424655
         13.2		1.963034006847
         13.4		1.992582843597
         13.6		2.022125959348
         13.8		2.051663378542
           14		2.081195035935
         14.2		2.110720033023
         14.4		2.140239124849
         14.6		2.169752311105
         14.8		2.199259591482
           15		2.228760965674
         15.2		2.258256433372
         15.4		2.287745994269
         15.6		2.317229648056
         15.8		2.346707394427
           16		2.376179233073
         16.2		2.405645163687
         16.4		2.435105185961
         16.6		2.464559784093
         16.8		2.494008787111
           17		2.523452048887
         17.2		2.552889581036
         17.4		2.582321395171
         17.6		2.611747502907
         17.8		2.641167915858
           18		2.670582645637
         18.2		2.69999170386
         18.4		2.729395102139
         18.6		2.758792852089
         18.8		2.788184965325
           19		2.817571252095
         19.2		2.846951491081
         19.4		2.876325987656
         19.6		 2.9056947432
         19.8		2.935057759092
           20		2.964415036711
         20.2		2.993766577438
         20.4		3.023112382651
         20.6		3.05245245373
         20.8		3.081786792054
           21		3.111115399003
         21.2		3.140438275956
         21.4		3.169755424292
         21.6		3.199066845392
         21.8		3.228372540633
           22		3.257672511397
         22.2		3.286966759061
         22.4		3.316255285007
         22.6		3.345538090612
         22.8		3.374815177256
           23		3.40408654632
         23.2		3.433352199181
         23.4		3.46261213722
         23.6		3.491866361816
         23.8		3.521114874349
           24		3.55035763266
         24.2		3.579594650306
         24.4		3.608825950618
